Num_Acc,senc,catv,occutc,obs,obsm,choc,manv,num_veh
202000000272,2,7,,0,2,3,13,A01
202000000273,2,7,,13,0,1,14,A01
202000000274,2,7,,0,1,2,1,A01
202000000275,0,2,,0,0,9,1,A01
202000000276,1,33,,0,2,1,1,C01
202000000276,2,7,,0,2,1,1,B01
202000000276,1,7,,0,0,6,23,A01
202000000277,3,36,,13,0,7,15,A01
202000000278,3,2,,0,0,0,1,A01
202000000279,2,7,,7,2,2,2,A01
202000000279,2,2,,0,0,6,2,B01
202000000280,2,7,,0,2,3,1,B01
202000000280,1,31,,0,2,1,5,A01
202000000281,1,7,,0,0,5,15,A01
202000000281,2,31,,0,0,1,1,B01
202000000282,2,33,,0,2,1,1,A01
202000000282,1,7,,0,2,7,15,B01
202000000283,1,7,,0,2,7,1,A01
202000000283,1,1,,0,2,4,1,B01
202000000284,2,7,,0,1,3,2,A01
202000000285,0,2,,9,0,1,1,A01
202000000286,1,7,,13,0,1,1,A01
202000000287,-1,7,,0,2,3,15,A01
202000000287,-1,7,,0,2,1,1,B01
202000000288,2,7,,15,4,1,19,A01
202000000288,-1,39,,0,2,8,0,B01
202000000289,2,7,,0,2,2,2,A01
202000000289,2,32,,0,0,4,15,B01
202000000290,3,7,,0,2,1,1,A01
202000000290,3,1,,0,2,1,15,B01
202000000291,2,7,,0,1,3,1,A01
202000000292,2,7,,0,1,3,1,A01
202000000293,2,7,,13,0,3,1,A01
202000000294,0,7,,2,0,1,1,A01
202000000295,2,34,,0,2,1,1,B01
202000000295,1,7,,0,0,2,19,A01
202000000296,3,7,,15,0,1,13,A01
202000000297,0,7,,0,2,2,1,A01
202000000297,0,7,,0,2,3,15,B01
202000000298,1,7,,0,2,4,0,E01
202000000298,1,7,,0,2,4,0,D01
202000000298,1,7,,0,2,4,0,C01
202000000298,1,7,,0,2,4,23,B01
202000000298,1,7,,0,2,1,17,A01
202000000299,2,7,,4,2,1,2,A01
202000000299,2,7,,4,2,4,2,B01
202000000300,1,43,,13,0,3,26,A01
202000000301,2,60,,0,2,1,1,B01
202000000301,0,7,,0,2,7,16,A01
202000000302,2,7,,0,2,4,1,C01
202000000302,2,7,,0,2,4,1,B01
202000000302,2,7,,0,2,1,1,A01
202000000303,1,1,,0,2,1,19,A01
202000000303,1,7,,0,2,0,15,Z01
202000000304,0,7,,0,1,4,1,A01
202000000305,1,7,,0,2,4,1,B01
202000000305,1,2,,0,2,1,1,A01
202000000306,3,7,,0,2,3,0,B01
202000000306,1,30,,0,2,1,19,A01
202000000307,0,33,,1,2,3,9,A01
202000000307,0,7,,0,2,3,20,B01
202000000308,3,37,1.0,0,1,7,26,A01
202000000309,1,10,,0,1,2,1,A01
202000000310,2,7,,0,2,6,1,B01
202000000310,1,7,,0,2,1,15,A01
202000000310,2,7,,0,2,1,0,C01
202000000311,1,34,,0,2,1,1,B01
202000000311,1,7,,0,2,3,1,A01
202000000312,1,7,,0,2,2,1,B01
202000000312,1,30,,0,2,1,9,A01
202000000313,2,7,,0,2,1,15,A01
202000000313,2,33,,0,2,2,1,B01
202000000314,1,7,,0,2,3,15,B01
202000000314,2,33,,0,2,1,17,A01
202000000315,3,7,,0,1,0,23,A01
202000000316,2,7,,0,2,1,2,A01
202000000316,2,7,,0,2,4,6,B01
202000000317,1,15,,0,2,2,1,A01
202000000317,1,7,,0,2,6,1,B01
202000000318,2,7,,0,2,5,23,B01
202000000318,2,33,,0,2,1,1,A01
202000000319,2,50,,0,2,1,2,A01
202000000319,2,10,,0,2,4,23,B01
202000000320,2,7,,0,2,1,1,B01
202000000320,2,30,,0,2,4,17,A01
202000000321,1,30,,0,2,1,9,A01
202000000321,1,43,,0,2,1,1,B01
202000000322,2,7,,1,2,0,14,Z01
202000000322,2,1,,0,2,8,1,A01
202000000323,2,33,,0,2,1,7,B01
202000000323,2,7,,0,2,5,16,A01
202000000324,1,7,,0,1,1,15,Z01
202000000325,1,7,,0,2,0,14,Z01
202000000325,1,50,,0,2,1,1,A01
202000000326,2,30,,1,0,1,14,A01
202000000327,1,10,,0,2,3,15,A01
202000000327,2,2,,0,2,1,1,B01
202000000328,2,10,,0,1,2,1,A01
202000000329,1,43,,0,2,5,23,B01
202000000329,1,7,,0,2,3,1,A01
202000000330,3,43,,0,2,4,2,B01
202000000330,3,14,,0,2,1,2,A01
202000000331,1,33,,8,0,1,10,A01
202000000332,2,7,,0,1,2,1,A01
202000000333,1,10,,0,2,1,1,A01
202000000333,1,7,,0,2,4,1,B01
202000000334,2,1,,0,0,0,21,A01
202000000335,2,32,,0,2,2,1,B01
202000000335,2,7,,0,2,8,10,A01
202000000336,2,7,,0,1,1,1,A01
202000000337,1,7,,1,0,2,14,A01
202000000338,1,7,,0,2,3,19,B01
202000000338,1,10,,0,2,1,19,A01
202000000339,0,30,,0,0,3,1,A01
202000000340,1,10,,0,1,1,1,A01
202000000341,1,7,,0,2,1,2,B01
202000000341,1,32,,0,2,4,23,A01
202000000342,0,7,,0,2,1,1,A01
202000000342,0,7,,0,2,6,1,B01
202000000343,0,7,,0,0,0,21,C01
202000000343,0,7,,0,2,3,19,B01
202000000343,0,7,,0,2,1,19,A01
202000000344,0,7,,0,1,2,21,A01
202000000345,2,10,,0,2,1,2,B01
202000000345,2,10,,0,2,4,2,A01
202000000346,0,7,,8,0,1,6,A01
202000000347,2,38,1.0,0,0,6,1,C01
202000000347,2,42,,0,2,1,3,B01
202000000347,2,38,2.0,0,0,7,1,A01
202000000348,0,34,,0,2,3,26,A01
202000000348,0,7,,0,2,2,15,B01
202000000349,1,10,,0,2,1,1,B01
202000000349,3,7,,6,0,8,9,A01
202000000350,3,7,,0,2,3,15,A01
202000000350,1,7,,0,2,1,1,B01
202000000351,2,7,,0,2,2,15,A01
202000000351,1,1,,0,2,1,1,B01
202000000352,1,7,,6,0,1,17,A01
202000000353,1,10,,0,1,2,26,A01
202000000354,1,7,,0,2,3,0,A01
202000000354,2,7,,0,2,3,0,B01
202000000355,2,32,,0,2,1,1,B01
202000000355,1,7,,0,2,2,16,A01
202000000356,1,7,,8,0,1,14,A01
202000000357,1,1,,4,0,0,0,A01
202000000358,1,33,,0,2,1,17,B01
202000000358,2,10,,0,2,3,9,A01
202000000359,2,33,,0,2,7,1,A01
202000000359,1,7,,0,2,2,9,B01
202000000360,1,7,,0,2,1,1,A01
202000000360,2,7,,0,2,1,1,B01
202000000361,0,2,,0,2,8,1,B01
202000000361,0,7,,0,2,8,13,A01
202000000362,3,21,,13,0,9,14,A01
202000000363,3,2,,0,0,7,14,A01
202000000364,2,7,,2,0,4,1,A01
202000000365,2,7,,0,9,1,9,A01
202000000365,2,1,,0,2,7,1,B01
202000000366,1,7,,0,0,6,1,B01
202000000366,1,2,,0,2,1,2,A01
202000000367,2,7,,0,2,3,1,B01
202000000367,1,7,,0,2,1,15,A01
202000000368,2,33,,0,0,0,16,A01
202000000369,1,7,,13,0,3,13,A01
202000000370,3,1,,0,0,1,2,A01
202000000370,3,1,,0,0,1,2,B01
202000000371,2,31,,9,0,7,1,A01
202000000372,2,7,,2,0,3,14,A01
202000000373,2,2,,0,1,9,21,A01
202000000374,2,7,,0,0,1,14,A01
202000000375,2,10,,0,2,7,17,A01
202000000375,2,7,,0,2,6,11,B01
202000000375,2,10,,3,2,8,2,C01
202000000376,0,33,,0,2,1,17,B01
202000000376,3,7,,0,2,3,15,A01
202000000377,2,43,,3,0,0,1,A01
202000000378,1,15,,0,0,5,2,B01
202000000378,1,10,,0,2,1,2,A01
202000000379,3,1,,0,2,8,1,B01
202000000379,3,38,1.0,0,2,1,1,A01
202000000380,2,33,,0,2,3,1,A01
202000000380,2,21,,0,2,6,1,B01
202000000381,1,7,,0,9,1,9,A01
202000000381,1,1,,0,0,4,2,B01
202000000382,0,7,,2,0,0,1,A01
202000000383,2,33,,16,0,0,1,A01
202000000384,2,7,,0,2,3,15,A01
202000000384,1,33,,0,2,8,1,B01
202000000385,2,7,,13,0,2,1,A01
202000000386,1,7,,0,2,3,19,A01
202000000386,2,34,,0,2,1,1,B01
202000000387,1,7,,3,2,5,1,B01
202000000387,1,7,,2,2,3,18,A01
202000000388,1,7,,0,2,1,1,B01
202000000388,2,7,,0,2,1,13,A01
202000000389,3,7,,0,2,3,1,A01
202000000389,3,7,,0,2,3,1,B01
202000000390,0,7,,0,2,1,9,A01
202000000390,0,7,,0,2,5,26,B01
202000000391,0,33,,0,2,1,1,A01
