Num_Acc,senc,catv,occutc,obs,obsm,choc,manv,num_veh
200800000104,0,30,0,1,0,1,0,A01
200800000104,0,10,0,0,0,4,23,B02
200800000105,0,7,0,0,2,3,13,A01
200800000105,0,7,0,0,2,3,1,B02
200800000106,0,30,0,6,0,1,0,A01
200800000107,0,38,0,0,1,2,2,A01
200800000108,0,7,0,0,2,1,1,A01
200800000108,0,2,0,0,2,8,19,B02
200800000109,0,7,0,13,0,9,1,A01
200800000109,0,7,0,2,0,2,17,B02
200800000109,0,7,0,14,0,1,1,C03
200800000110,0,7,0,0,2,2,17,A01
200800000110,0,30,0,0,2,8,1,B02
200800000111,0,7,0,0,2,7,19,B02
200800000111,0,7,0,0,2,3,23,C03
200800000111,0,7,0,0,2,3,1,A01
200800000112,0,7,0,0,2,3,14,A01
200800000112,0,32,0,0,2,1,1,B02
200800000113,0,7,0,0,2,1,13,A01
200800000113,0,7,0,0,2,1,1,B02
200800000114,0,7,0,0,2,3,13,A01
200800000114,0,10,0,0,2,3,1,B02
200800000115,0,7,0,0,2,1,1,A01
200800000115,0,7,0,0,2,1,1,B02
200800000116,0,7,0,2,0,1,12,A01
200800000117,0,7,0,2,0,9,1,A01
200800000118,0,7,0,0,0,5,0,A01
200800000118,0,33,0,0,2,1,1,B02
200800000119,0,7,0,0,2,1,1,A01
200800000119,0,7,0,0,2,8,17,B02
200800000120,0,7,0,0,2,3,13,A01
200800000120,0,7,0,0,2,3,1,B02
200800000121,0,30,0,0,2,1,6,A01
200800000121,0,7,0,0,2,3,1,B02
200800000122,0,17,0,3,0,1,13,A01
200800000122,0,38,0,1,0,1,21,B02
200800000123,0,7,0,0,1,2,14,A01
200800000124,0,33,0,13,0,0,0,A01
200800000125,0,7,0,0,2,5,1,A01
200800000125,0,31,0,0,2,1,14,B02
200800000126,0,7,0,2,0,4,1,A01
200800000127,0,7,0,0,2,3,13,A01
200800000127,0,14,0,0,2,3,1,B02
200800000128,0,7,0,8,0,1,1,A01
200800000129,0,7,0,0,0,9,1,A01
200800000130,0,7,0,15,0,1,1,A01
200800000131,0,7,0,2,0,9,1,A01
200800000132,0,7,0,2,0,1,1,A01
200800000133,0,7,0,0,2,1,13,A01
200800000133,0,7,0,0,2,6,1,B02
200800000133,0,7,0,0,2,1,1,C03
200800000134,0,7,0,8,0,7,1,A01
200800000135,0,30,0,0,2,1,13,A01
200800000135,0,7,0,0,2,3,1,B02
200800000136,0,7,0,0,2,2,1,A01
200800000136,0,2,0,0,2,8,16,B02
200800000137,0,7,0,0,2,2,1,A01
200800000137,0,10,0,0,2,3,1,B02
200800000138,0,33,0,4,0,1,1,A01
200800000139,0,7,0,0,2,3,13,A01
200800000139,0,10,0,0,2,3,1,B02
200800000140,0,7,0,0,2,2,17,A01
200800000140,0,1,0,0,2,4,1,B02
200800000140,0,1,0,0,0,4,1,C03
200800000140,0,1,0,0,0,8,1,D04
200800000140,0,1,0,0,0,8,1,E05
200800000141,0,7,0,0,0,0,0,A01
200800000141,0,7,0,0,2,2,21,B02
200800000142,0,7,0,2,0,9,1,A01
200800000143,0,16,0,13,0,3,1,A01
200800000144,0,30,0,0,2,2,1,A01
200800000144,0,7,0,0,2,3,16,B02
200800000145,0,7,0,8,2,6,1,A01
200800000146,0,7,0,0,2,1,1,A01
200800000146,0,2,0,0,2,3,15,B02
200800000147,0,14,0,0,0,1,1,A01
200800000148,0,7,0,0,2,3,1,A01
200800000148,0,7,0,0,2,3,1,B02
200800000149,0,7,0,0,2,1,2,A01
200800000149,0,30,0,0,2,4,2,B02
200800000149,0,7,0,0,0,6,2,C03
200800000150,0,7,0,0,2,3,13,A01
200800000150,0,7,0,0,2,3,2,B02
200800000151,0,7,0,0,1,2,1,A01
200800000152,0,7,0,0,2,8,17,A01
200800000152,0,33,0,2,2,7,17,B02
200800000153,0,7,0,0,2,1,9,A01
200800000153,0,30,0,0,2,5,1,B02
200800000154,0,30,0,0,0,5,14,A01
200800000154,0,7,0,0,0,1,16,B02
200800000155,0,7,0,0,2,1,1,A01
200800000155,0,33,0,0,2,7,1,B02
200800000156,0,7,0,0,0,1,13,A01
200800000156,0,7,0,0,0,1,1,B02
200800000157,0,7,0,0,2,3,1,B02
200800000157,0,1,0,0,2,4,19,A01
200800000158,0,7,0,0,2,3,13,A01
200800000158,0,10,0,0,2,6,1,B02
200800000158,0,7,0,0,2,1,1,C03
200800000159,0,33,0,0,2,1,1,B02
200800000159,0,7,0,0,0,3,1,A01
200800000160,0,7,0,0,2,1,13,A01
200800000160,0,7,0,0,2,1,1,B02
200800000161,0,7,0,2,0,9,1,A01
200800000162,0,10,0,2,0,1,13,A01
200800000163,0,33,0,0,2,7,1,A01
200800000163,0,7,0,0,2,7,15,B02
200800000163,0,7,0,0,2,3,1,C03
200800000164,0,7,0,0,2,1,13,A01
200800000164,0,7,0,0,2,1,1,B02
200800000165,0,7,0,0,2,3,1,B02
200800000165,0,10,0,0,2,2,19,A01
200800000166,0,7,0,0,2,2,15,A01
200800000166,0,31,0,0,2,1,1,B02
200800000167,0,7,0,0,2,1,1,A01
200800000167,0,13,0,0,2,1,1,B02
200800000168,0,10,0,2,0,7,13,A01
200800000169,0,1,0,0,1,2,1,A01
200800000170,0,33,0,0,2,1,1,B02
200800000170,0,7,0,0,0,2,15,A01
200800000171,0,7,0,0,2,3,13,A01
200800000171,0,10,0,0,2,3,1,B02
200800000171,0,7,0,0,2,1,1,C03
200800000172,0,7,0,0,2,3,15,A01
200800000172,0,2,0,0,2,8,1,B02
200800000173,0,7,0,0,2,1,1,A01
200800000173,0,7,0,0,0,4,15,B02
200800000174,0,10,0,0,2,2,13,A01
200800000174,0,10,0,0,2,3,1,B02
200800000175,0,10,0,0,2,5,1,A01
200800000175,0,2,0,0,2,1,1,B02
200800000176,0,7,0,2,0,3,1,A01
200800000177,0,7,0,0,1,2,1,A01
200800000178,0,7,0,3,0,2,1,A01
200800000179,0,7,0,0,2,3,15,A01
200800000179,0,2,0,0,2,1,1,B02
200800000180,0,21,0,0,1,1,1,A01
200800000181,0,7,0,0,2,3,13,A01
200800000181,0,30,0,0,2,8,1,B02
200800000182,0,7,0,8,1,5,4,A01
200800000183,0,10,0,13,0,1,1,A01
200800000184,0,31,0,13,0,9,1,A01
200800000185,0,7,0,0,2,2,13,A01
200800000185,0,7,0,0,2,1,1,B02
200800000186,0,7,0,0,2,7,0,A01
200800000186,0,7,0,0,2,3,0,B02
200800000187,0,7,0,0,1,1,1,A01
200800000188,0,7,0,7,0,8,1,A01
200800000189,0,7,0,13,0,2,1,A01
200800000190,0,7,0,0,1,2,1,A01
200800000191,0,7,0,0,2,3,15,A01
200800000191,0,31,0,0,2,8,1,B02
200800000192,0,7,0,0,2,3,13,A01
200800000192,0,15,0,0,2,2,21,B02
200800000193,0,7,0,0,2,2,1,A01
200800000193,0,7,0,0,2,2,1,B02
200800000194,0,7,0,0,2,1,1,A01
200800000194,0,7,0,0,2,8,19,B02
200800000195,0,7,0,0,2,1,1,A01
200800000195,0,7,0,0,2,8,1,B02
200800000196,0,7,0,0,0,1,11,A01
200800000196,0,7,0,0,2,3,1,B02
200800000197,0,7,0,0,2,3,1,A01
200800000197,0,14,0,0,2,3,1,B02
200800000198,0,7,0,0,0,9,14,A01
200800000199,0,7,0,0,2,1,5,A01
200800000199,0,7,0,0,2,3,9,B02
200800000200,0,7,0,2,0,8,14,A01
200800000201,0,7,0,0,2,3,1,A01
200800000201,0,7,0,0,2,2,15,B02
200800000202,0,7,0,16,0,9,1,A01
200800000203,0,7,0,2,6,8,1,A01
200800000204,0,7,0,0,0,0,1,A01
200800000204,0,7,0,0,2,1,5,B02
200800000205,0,3,0,0,2,3,13,A01
200800000205,0,7,0,0,2,5,17,B02
200800000205,0,10,0,0,2,1,0,C03
200800000206,0,7,0,2,0,5,13,A01
200800000207,0,38,0,0,2,3,13,A01
200800000207,0,7,0,0,2,3,1,B02
200800000208,0,7,0,0,1,2,1,A01
200800000209,0,7,0,0,2,8,10,A01
200800000209,0,7,0,0,2,1,1,B02
200800000210,0,7,0,6,0,1,1,A01
200800000211,0,7,0,16,0,9,1,A01
200800000212,0,7,0,0,2,1,13,A01
200800000212,0,7,0,0,2,1,1,B02
200800000213,0,38,0,2,0,7,1,A01
200800000214,0,7,0,2,0,1,1,A01
200800000215,0,7,0,0,2,8,1,A01
200800000215,0,7,0,0,2,2,19,B02
200800000216,0,7,0,0,2,1,13,A01
200800000216,0,7,0,0,2,1,1,B02
200800000217,0,2,0,0,2,1,1,A01
200800000217,0,7,0,0,9,2,19,B02
200800000218,0,7,0,0,2,2,15,A01
200800000218,0,7,0,0,2,2,1,B02
200800000219,0,7,0,7,2,2,1,A01
200800000219,0,7,0,0,2,1,1,B02
200800000220,0,7,0,0,2,3,13,A01
200800000220,0,20,0,0,2,2,19,B02
200800000221,0,7,0,6,0,3,1,A01
200800000222,0,7,0,0,2,3,1,A01
200800000222,0,7,0,0,2,3,1,B02
200800000223,0,33,0,0,0,8,1,A01
200800000224,0,7,0,8,0,2,1,A01
200800000225,0,33,0,0,2,1,17,A01
200800000225,0,10,0,0,2,3,1,B02
200800000225,0,38,0,0,2,8,1,C03
200800000226,0,7,0,0,1,1,1,A01
200800000227,0,7,0,0,2,3,1,A01
200800000227,0,17,0,0,2,3,1,B02
200800000227,0,7,0,0,2,1,1,C03
200800000228,0,7,0,0,2,1,19,A01
200800000228,0,31,0,0,2,8,1,B02
200800000229,0,7,0,8,0,8,1,A01
200800000230,0,7,0,0,2,7,16,A01
200800000230,0,2,0,0,2,1,1,B02
200800000231,0,10,0,2,0,3,0,A01
200800000232,0,7,0,0,2,3,1,A01
200800000232,0,7,0,0,2,3,1,B02
200800000233,0,7,0,0,2,1,2,A01
200800000233,0,7,0,0,2,5,2,B02
200800000234,0,33,0,0,2,2,17,A01
200800000234,0,31,0,0,2,4,1,B02
200800000235,0,30,0,0,2,1,2,B02
200800000235,0,7,0,0,0,5,0,A01
200800000236,0,7,0,0,1,3,1,A01
200800000237,0,7,0,0,2,2,1,A01
200800000237,0,7,0,0,2,1,1,B02
200800000238,0,7,0,0,2,1,15,B02
200800000238,0,7,0,0,2,2,1,A01
200800000239,0,30,0,0,0,9,1,A01
200800000240,0,7,0,2,0,9,1,A01
200800000241,0,33,0,5,0,1,1,A01
200800000242,0,7,0,0,1,5,1,A01
200800000243,0,10,0,0,2,0,5,A01
200800000243,0,10,0,0,2,1,1,B02
200800000244,0,30,0,16,0,0,1,A01
200800000245,0,7,0,0,2,8,0,A01
200800000245,0,7,0,0,2,3,13,B02
200800000246,0,33,0,0,0,0,1,A01
200800000247,0,7,0,0,2,3,9,A01
200800000247,0,7,0,0,2,1,1,B02
200800000248,0,7,0,0,0,3,1,A01
200800000248,0,7,0,0,0,2,1,B02
200800000249,0,2,0,0,0,7,1,A01
200800000250,0,7,0,0,2,1,1,A01
200800000250,0,7,0,0,2,8,19,B02
200800000251,0,7,0,0,1,1,1,A01
200800000252,0,7,0,0,2,1,15,A01
200800000252,0,2,0,0,2,1,1,B02
200800000253,0,7,0,6,0,3,1,A01
200800000254,0,7,0,0,2,3,1,A01
200800000254,0,7,0,0,2,3,1,B02
200800000255,0,7,0,0,2,1,17,A01
200800000255,0,7,0,0,2,1,1,B02
200800000256,0,30,0,2,0,1,13,A01
200800000257,0,7,0,13,0,3,1,A01
200800000258,0,7,0,0,2,1,13,A01
200800000258,0,7,0,0,2,1,1,B02
200800000259,0,14,0,0,2,8,15,A01
200800000259,0,2,0,0,2,1,17,B02
200800000260,0,7,0,0,0,0,1,A01
200800000261,0,7,0,2,0,2,1,A01
200800000261,0,7,0,2,0,1,1,B02
200800000262,0,7,0,0,2,7,1,A01
200800000262,0,7,0,0,2,1,1,B02
200800000263,0,7,0,0,2,3,16,A01
200800000263,0,30,0,0,2,1,1,B02
200800000264,0,7,0,0,2,3,13,A01
200800000264,0,14,0,0,2,3,1,B02
200800000265,0,7,0,0,1,1,1,A01
200800000266,0,7,0,2,0,1,13,A01
200800000267,0,7,0,0,1,4,20,A01
200800000268,0,7,0,0,2,1,1,A01
200800000268,0,7,0,0,2,1,1,B02
200800000268,0,7,0,0,2,1,1,C03
200800000268,0,7,0,0,2,1,1,D04
200800000269,0,7,0,0,2,1,13,A01
200800000269,0,7,0,0,2,1,0,B02
200800000270,0,33,0,0,2,1,17,A01
200800000270,0,7,0,0,2,3,15,B02
200800000271,0,7,0,6,0,6,1,A01
200800000272,0,7,0,0,1,1,1,A01
200800000273,0,17,0,0,0,0,1,A01
200800000273,0,10,0,0,2,3,1,B02
200800000274,0,10,0,0,2,2,14,A01
200800000274,0,1,0,0,2,4,1,B02
200800000274,0,1,0,0,2,4,1,C03
200800000275,0,7,0,0,2,8,13,A01
200800000275,0,7,0,0,2,8,1,B02
200800000275,0,7,0,3,2,1,1,C03
200800000276,0,7,0,0,2,7,13,A01
200800000276,0,17,0,0,2,1,1,B02
200800000277,0,7,0,16,0,3,13,A01
200800000278,0,7,0,8,0,3,5,A01
200800000279,0,2,0,0,0,0,1,A01
200800000280,0,30,0,0,2,1,13,A01
200800000280,0,7,0,0,2,3,1,B02
200800000281,0,7,0,0,2,4,2,A01
200800000281,0,7,0,0,2,4,2,B02
200800000281,0,7,0,0,2,1,2,C03
200800000282,0,7,0,0,2,1,1,A01
200800000282,0,7,0,0,2,7,4,B02
200800000282,0,7,0,0,2,3,1,C03
200800000283,0,7,0,0,2,3,15,A01
200800000283,0,1,0,0,0,8,1,B02
200800000284,0,7,0,0,2,3,1,A01
200800000284,0,10,0,0,2,3,1,B02
200800000285,0,7,0,0,2,1,1,A01
200800000285,0,7,0,0,2,1,1,B02
200800000286,0,7,0,0,2,3,1,A01
200800000286,0,7,0,0,2,3,2,B02
200800000286,0,7,0,0,2,3,17,C03
200800000287,0,7,0,0,2,3,15,A01
200800000287,0,7,0,0,2,1,1,B02
200800000288,0,7,0,0,2,9,17,A01
200800000288,0,17,0,0,2,3,1,B02
200800000289,0,7,0,13,0,1,1,A01
200800000290,0,7,0,13,0,9,1,A01
200800000291,0,10,0,0,2,2,2,A01
200800000291,0,1,0,0,2,4,2,B02
200800000292,0,10,0,0,2,1,13,A01
200800000292,0,7,0,0,2,1,1,B02
200800000293,0,33,0,8,0,1,1,A01
200800000294,0,7,0,6,0,3,0,A01
200800000295,0,7,0,13,2,6,1,A01
200800000295,0,10,0,13,2,2,17,B02
200800000296,0,7,0,0,2,3,1,A01
200800000296,0,10,0,0,2,3,1,B02
200800000297,0,30,0,0,0,1,5,A01
200800000297,0,7,0,0,0,2,1,B02
200800000298,0,7,0,0,2,3,13,A01
200800000298,0,7,0,0,2,3,21,B02
200800000299,0,33,0,0,2,1,1,A01
200800000299,0,7,0,0,2,2,15,B02
200800000300,0,7,0,0,2,1,1,A01
200800000300,0,7,0,0,2,8,15,B02
200800000301,0,7,0,6,0,3,1,A01
200800000302,0,7,0,13,0,3,1,A01
200800000303,0,7,0,13,0,2,1,A01
200800000304,0,7,0,0,2,1,1,A01
200800000304,0,17,0,0,2,6,13,B02
200800000305,0,7,0,0,1,3,1,A01
200800000306,0,7,0,0,1,3,1,A01
200800000307,0,2,0,0,2,1,1,A01
200800000307,0,7,0,0,2,3,15,B02
200800000308,0,7,0,0,2,1,1,A01
200800000308,0,7,0,0,2,3,15,B02
200800000309,0,7,0,0,1,2,1,A01
200800000310,0,7,0,0,2,8,15,A01
200800000310,0,7,0,0,2,1,1,B02
200800000311,0,14,0,0,0,5,1,A01
200800000312,0,10,0,0,1,2,1,A01
200800000313,0,7,0,0,0,3,19,A01
200800000313,0,10,0,0,2,1,0,B02
200800000313,0,7,0,0,2,6,0,C03
200800000314,0,7,0,0,2,2,1,A01
200800000314,0,1,0,0,0,4,2,B02
200800000315,0,7,0,0,1,2,1,A01
200800000316,0,7,0,0,9,2,1,A01
200800000316,0,1,0,0,2,1,1,B02
200800000317,0,30,0,0,2,8,19,A01
200800000317,0,7,0,0,2,2,1,B02
200800000318,0,10,0,0,1,1,0,A01
200800000319,0,7,0,8,0,8,1,A01
200800000320,0,7,0,0,2,3,11,A01
200800000320,0,2,0,0,2,1,1,B02
200800000321,0,7,0,13,0,7,1,A01
200800000322,0,7,0,0,2,7,15,A01
200800000322,0,2,0,0,2,7,1,B02
200800000323,0,7,0,6,0,1,1,A01
200800000324,0,7,0,6,0,3,1,A01
200800000325,0,7,0,13,0,2,1,A01
200800000326,0,7,0,6,0,3,1,A01
200800000327,0,7,0,0,1,1,15,A01
200800000328,0,7,0,6,0,3,2,A01
200800000329,0,7,0,0,9,2,2,A01
200800000329,0,1,0,0,2,4,2,B02
200800000330,0,7,0,0,1,3,1,A01
200800000331,0,7,0,0,1,2,1,A01
200800000332,0,2,0,0,2,1,17,A01
200800000332,0,37,0,0,2,6,2,B02
200800000333,0,10,0,2,0,2,1,A01
200800000334,0,31,0,4,0,0,17,A01
200800000335,0,7,0,0,0,0,0,A01
200800000335,0,7,0,0,2,5,15,B02
200800000336,0,7,0,0,1,2,1,A01
200800000337,0,7,0,5,0,1,0,A01
200800000338,0,7,0,0,0,3,15,A01
200800000338,0,14,0,0,2,2,1,B02
200800000339,0,7,0,0,2,3,15,A01
200800000339,0,32,0,0,2,8,1,B02
200800000340,0,2,0,0,2,1,19,A01
200800000340,0,7,0,0,2,8,15,B02
200800000341,0,7,0,0,2,8,1,A01
200800000341,0,7,0,0,2,1,19,B02
200800000342,0,7,0,0,2,1,1,A01
200800000342,0,7,0,0,2,1,13,B02
200800000343,0,7,0,0,2,3,13,A01
200800000343,0,7,0,0,2,3,1,B02
200800000344,0,7,0,0,1,6,4,A01
200800000345,0,7,0,0,1,2,1,A01
200800000346,0,7,0,13,0,3,1,A01
200800000347,0,7,0,8,0,1,13,A01
200800000348,0,7,0,0,0,6,23,A01
200800000348,0,7,0,0,0,1,21,B02
200800000349,0,7,0,0,2,1,1,A01
200800000349,0,7,0,0,0,7,19,B02
200800000350,0,10,0,0,2,3,1,A01
200800000350,0,10,0,0,2,5,17,B02
200800000351,0,7,0,0,2,1,13,A01
200800000351,0,7,0,0,2,3,1,B02
200800000352,0,7,0,0,1,2,1,A01
200800000353,0,7,0,0,2,8,15,A01
200800000354,0,7,0,0,0,7,14,A01
200800000355,0,7,0,13,0,1,13,A01
200800000356,0,7,0,0,2,3,13,A01
200800000356,0,7,0,0,2,3,1,B02
200800000356,0,7,0,14,0,3,1,C03
200800000357,0,7,0,0,2,8,1,A01
200800000357,0,10,0,0,2,2,19,B02
200800000358,0,10,0,13,0,9,1,A01
200800000359,0,7,0,0,2,2,1,A01
200800000359,0,1,0,0,2,3,1,B02
200800000360,0,2,0,0,2,8,1,A01
200800000360,0,2,0,0,2,7,17,B02
200800000361,0,30,0,13,0,7,1,A01
200800000362,0,7,0,0,2,2,2,A01
200800000362,0,1,0,0,2,4,2,B02
200800000363,0,20,0,0,1,2,16,A01
200800000364,0,7,0,13,0,3,13,A01
200800000365,0,2,0,0,2,1,16,A01
200800000365,0,7,0,0,2,3,1,B02
200800000366,0,7,0,0,2,8,1,A01
200800000366,0,7,0,0,2,1,15,B02
200800000367,0,10,0,0,2,2,19,A01
200800000367,0,37,0,0,2,3,1,B02
200800000368,0,7,0,2,0,7,1,A01
200800000369,0,10,0,0,1,2,1,A01
200800000370,0,7,0,0,1,2,1,A01
200800000371,0,7,0,0,2,3,1,A01
200800000371,0,7,0,0,2,1,13,B02
200800000372,0,10,0,0,2,3,13,A01
200800000372,0,7,0,0,2,3,1,B02
200800000373,0,7,0,0,1,3,13,A01
200800000374,0,10,0,8,0,1,14,A01
200800000375,0,7,0,0,2,3,13,A01
200800000375,0,14,0,0,2,3,1,B02
200800000376,0,7,0,0,2,2,19,A01
200800000376,0,7,0,0,2,3,1,B02
200800000377,0,30,0,0,2,1,2,A01
200800000377,0,7,0,0,0,4,2,B02
200800000378,0,7,0,0,1,3,1,A01
200800000379,0,7,0,0,0,1,13,A01
200800000379,0,7,0,0,0,1,0,B02
200800000380,0,7,0,0,1,1,1,A01
200800000381,0,7,0,0,1,2,1,A01
200800000382,0,30,0,13,0,1,14,A01
200800000383,0,7,0,8,0,4,1,A01
200800000384,0,33,0,0,2,1,13,A01
200800000384,0,7,0,0,2,0,1,B02
200800000385,0,7,0,2,2,3,19,A01
200800000385,0,7,0,0,2,1,1,B02
200800000386,0,7,0,0,2,1,13,A01
200800000386,0,7,0,0,2,1,1,B02
200800000387,0,7,0,0,2,1,1,A01
