Num_Acc,senc,catv,occutc,obs,obsm,choc,manv,num_veh
202100015571,1,7,,0,2,3,1,B01
202100015571,2,7,,0,2,3,1,A01
202100015572,3,7,,8,0,3,13,A01
202100015573,3,7,,0,2,3,0,A01
202100015573,0,7,,0,2,0,0,B01
202100015574,1,10,,0,2,5,0,C01
202100015574,1,10,,0,2,6,0,B01
202100015574,1,10,,0,2,3,9,A01
202100015575,3,7,,0,2,1,1,A01
202100015575,3,1,,0,2,4,15,B01
202100015576,2,33,,0,2,1,1,B01
202100015576,1,7,,0,2,3,15,A01
202100015577,3,7,,15,0,2,14,A01
202100015578,1,30,,0,0,0,21,A01
202100015579,2,7,,0,2,3,1,B01
202100015579,1,7,,0,2,2,1,A01
202100015580,2,7,,0,2,4,2,B01
202100015580,2,7,,0,2,4,2,C01
202100015580,2,7,,0,2,1,2,A01
202100015581,1,7,,0,2,1,1,A01
202100015581,1,7,,0,2,1,1,B01
202100015581,1,7,,0,2,4,1,C01
202100015582,3,7,,0,2,1,2,A01
202100015582,3,7,,0,2,4,2,B01
202100015582,3,7,,0,2,4,2,C01
202100015583,0,7,,0,1,2,15,A01
202100015584,1,7,,3,0,0,0,A01
202100015585,3,7,,0,1,3,1,A01
202100015586,1,7,,0,0,0,0,B01
202100015586,2,30,,14,0,0,0,A01
202100015587,1,7,,0,9,2,1,B01
202100015587,1,50,,0,2,8,19,A01
202100015588,2,7,,0,2,1,2,B01
202100015588,2,7,,0,2,7,15,A01
202100015589,2,7,,0,2,2,16,B01
202100015589,2,32,,0,2,8,7,A01
202100015590,1,10,,0,2,1,1,A01
202100015590,3,10,,0,2,4,26,C01
202100015590,1,33,,0,2,8,1,B01
202100015591,0,32,,0,2,1,1,B01
202100015591,3,7,,0,2,3,15,A01
202100015592,2,7,,0,2,2,9,A01
202100015592,1,7,,0,2,1,1,B01
202100015593,1,32,,0,0,0,0,A01
202100015594,1,20,,4,0,3,16,A01
202100015595,2,7,,0,1,0,26,A01
202100015596,2,7,,0,1,2,1,A01
202100015597,1,7,,13,0,1,13,A01
202100015598,2,7,,3,0,2,1,A01
202100015599,2,7,,13,0,9,26,A01
202100015600,1,30,,0,2,8,1,A01
202100015600,2,14,,0,2,6,15,B01
202100015601,1,1,,0,2,1,1,B01
202100015601,1,7,,0,2,3,9,A01
202100015602,1,33,,0,2,7,17,B01
202100015602,1,7,,0,2,3,15,A01
202100015603,0,7,,0,2,3,1,B01
202100015603,0,7,,0,2,3,1,A01
202100015604,3,1,,0,2,7,1,B01
202100015604,3,37,1.0,0,2,5,16,A01
202100015605,1,7,,1,2,1,12,A01
202100015605,0,1,,0,2,8,0,B01
202100015606,-1,1,,0,0,4,1,C01
202100015606,0,7,,0,2,1,5,A01
202100015606,0,7,,0,2,3,1,B01
202100015607,3,30,,0,2,7,16,A01
202100015608,0,7,,0,1,2,9,A01
202100015609,2,7,,0,1,1,1,A01
202100015610,1,30,,0,0,7,16,A01
202100015611,1,7,,0,2,3,1,B01
202100015611,1,7,,0,2,1,13,A01
202100015612,2,7,,12,0,1,1,A01
202100015613,2,7,,8,2,5,1,A01
202100015613,1,7,,0,2,1,1,Z01
202100015614,0,3,,8,0,1,1,A01
202100015615,0,7,,0,2,3,15,A01
202100015615,0,33,,0,2,2,3,B01
202100015616,3,33,,0,2,7,1,B01
202100015616,3,7,,0,2,3,15,A01
202100015617,1,33,,0,2,8,1,B01
202100015617,2,7,,0,2,1,15,A01
202100015618,2,7,,0,2,8,15,A01
202100015618,2,33,,0,2,1,1,B01
202100015619,1,7,,0,2,1,1,A01
202100015619,1,7,,0,2,4,21,B01
202100015619,1,7,,0,2,4,0,C01
202100015620,1,50,,0,2,1,1,B01
202100015620,1,7,,0,2,2,15,A01
202100015621,3,33,,0,2,7,1,B01
202100015621,3,33,,0,2,1,2,A01
202100015622,1,7,,0,2,4,1,B01
202100015622,1,7,,0,2,1,1,A01
202100015623,3,99,,3,0,0,14,A01
202100015623,3,10,,4,4,1,1,B01
202100015623,3,7,,0,4,1,1,C01
202100015623,3,7,,0,4,1,1,D01
202100015624,1,33,,0,2,7,2,B01
202100015624,1,7,,0,2,6,15,A01
202100015625,1,7,,0,2,1,1,B01
202100015625,2,33,,0,2,7,15,A01
202100015626,3,7,,15,0,0,26,Z01
202100015627,2,7,,0,1,2,0,A01
202100015628,1,7,,14,0,4,23,D01
202100015628,1,7,,14,0,4,23,C01
202100015628,1,7,,0,2,9,23,B01
202100015628,1,10,,14,0,1,2,A01
202100015629,1,1,,0,2,8,2,B01
202100015629,1,10,,0,9,7,17,A01
202100015630,2,1,,0,1,9,13,A01
202100015631,2,7,,0,1,7,1,A01
202100015632,3,30,,0,2,1,17,A01
202100015632,3,3,,0,2,8,15,B01
202100015633,1,7,,0,9,0,14,Z01
202100015633,1,1,,0,2,7,26,B01
202100015634,2,7,,0,2,2,12,A01
202100015634,2,10,,0,2,6,21,B01
202100015635,2,43,,0,2,1,13,A01
202100015635,2,7,,0,2,4,1,B01
202100015636,1,10,,0,2,4,16,A01
202100015636,1,2,,0,2,2,16,B01
202100015637,1,7,,0,1,3,15,A01
202100015638,1,32,,0,0,0,19,A01
202100015639,1,7,,0,2,6,1,B01
202100015639,1,30,,0,2,1,2,A01
202100015640,1,30,,0,2,7,1,A01
202100015640,1,7,,0,2,1,1,B01
202100015641,2,33,,0,2,6,13,A01
202100015641,1,7,,0,2,6,1,B01
202100015642,1,7,,0,2,6,22,A01
202100015642,1,32,,0,2,1,1,B01
202100015643,2,7,,0,2,8,22,A01
202100015643,2,2,,0,2,1,1,B01
202100015644,1,7,,0,2,0,1,B01
202100015644,2,30,,0,2,0,1,A01
202100015645,1,7,,0,2,1,1,B01
202100015645,2,30,,0,2,1,17,A01
202100015646,1,7,,0,2,4,15,C01
202100015646,1,31,,0,2,4,15,B01
202100015646,1,7,,0,2,1,15,A01
202100015647,1,1,,12,0,1,0,A01
202100015648,1,7,,0,1,7,1,A01
202100015649,1,2,,0,2,1,18,B01
202100015649,1,7,,0,2,2,16,A01
202100015650,2,7,,4,0,1,9,A01
202100015651,2,7,,0,2,2,17,A01
202100015651,1,1,,0,2,8,2,B01
202100015651,2,7,,0,2,0,0,T01
202100015652,0,7,,0,2,3,16,A01
202100015652,0,30,,0,2,7,16,B01
202100015653,1,10,,0,2,0,0,A01
202100015653,1,7,,0,2,0,0,B01
202100015654,2,7,,0,2,2,2,A01
202100015654,2,1,,0,2,3,2,Z01
202100015655,1,7,,0,2,1,1,B01
202100015655,2,30,,0,2,8,1,A01
202100015656,1,1,,0,2,7,9,B01
202100015656,2,7,,0,2,3,9,A01
202100015657,1,7,,0,0,0,0,A01
202100015657,1,2,,0,2,2,17,B01
202100015658,3,7,,0,2,3,17,A01
202100015658,3,2,,0,2,1,1,B01
202100015659,2,2,,1,0,1,1,A01
202100015660,1,3,,0,2,5,16,B01
202100015660,1,50,,0,2,1,1,A01
202100015661,2,7,,6,2,1,1,A01
202100015661,2,7,,0,2,4,1,B01
202100015662,3,7,,9,2,7,1,B01
202100015662,3,7,,9,2,1,1,A01
202100015663,1,7,,0,2,5,12,A01
202100015663,1,30,,0,2,8,1,B01
202100015664,1,7,,0,2,3,21,A01
202100015664,2,10,,0,2,7,21,B01
202100015665,1,30,,0,2,3,1,A01
202100015665,1,7,,0,2,2,1,B01
202100015666,1,10,,0,0,1,1,A01
202100015667,2,17,,0,2,1,2,A01
202100015667,2,7,,0,0,4,15,B01
202100015668,1,7,,0,2,5,1,B01
202100015668,1,7,,0,2,3,19,A01
202100015669,0,2,,0,0,7,26,B01
202100015669,0,7,,0,2,3,9,A01
202100015670,1,7,,16,0,9,17,A01
202100015671,1,7,,0,9,2,17,A01
202100015671,1,1,,0,2,8,2,B01
202100015672,3,7,,0,1,1,20,A01
202100015673,1,33,,0,2,1,13,A01
202100015673,2,7,,0,2,2,1,B01
202100015674,2,10,,0,2,2,2,B01
202100015674,2,7,,0,2,4,15,A01
202100015675,3,7,,0,2,1,13,B01
202100015675,3,7,,0,2,1,1,A01
202100015676,2,1,,13,0,1,26,A01
202100015677,2,7,,13,0,3,0,A01
202100015678,2,33,,3,0,7,1,A01
202100015679,1,7,,0,2,1,1,B01
202100015679,2,7,,0,2,2,15,A01
202100015680,3,31,,8,0,1,20,A01
202100015681,3,7,,0,0,2,1,A01
202100015682,2,7,,0,2,3,1,B01
202100015682,1,7,,0,2,3,13,A01
202100015683,1,7,,2,0,3,14,A01
202100015684,1,7,,0,2,3,19,B01
202100015684,1,33,,0,2,1,17,A01
202100015685,1,7,,2,0,1,1,A01
202100015686,2,33,,3,0,0,13,A01
202100015687,1,7,,0,9,3,1,A01
202100015687,2,1,,0,2,8,19,B01
202100015688,0,15,,13,0,9,1,A01
202100015689,0,7,,0,0,9,1,A01
202100015690,3,33,,13,0,0,0,A01
202100015691,1,7,,0,2,1,1,A01
202100015691,1,7,,0,2,4,1,B01
202100015692,1,7,,3,0,4,1,B01
202100015692,1,7,,0,2,1,2,A01
202100015693,2,7,,0,0,5,15,A01
202100015693,1,32,,0,2,1,1,B01
202100015694,3,2,,0,2,1,1,B01
202100015694,3,7,,0,2,2,15,A01
202100015695,1,33,,8,2,2,1,A01
202100015695,0,7,,0,2,3,19,B01
202100015696,3,7,,15,0,1,26,A01
202100015697,0,2,,6,0,1,0,A01
202100015698,1,7,,2,0,8,1,A01
202100015699,1,33,,2,0,2,1,A01
202100015700,1,7,,15,0,1,0,A01
202100015701,1,7,,0,1,1,2,A01
202100015702,2,7,,2,0,1,1,A01
202100015703,3,7,,6,0,1,1,A01
202100015704,1,7,,0,2,1,23,C01
202100015704,1,1,,0,2,8,19,B01
202100015704,2,33,,0,2,1,17,A01
202100015705,2,33,,0,2,2,1,A01
202100015705,2,7,,0,2,3,15,B01
202100015706,1,2,,0,2,1,1,B01
202100015706,1,7,,0,2,2,19,A01
202100015707,1,7,,0,2,8,1,A01
202100015707,1,7,,0,0,0,0,Z01
202100015708,2,7,,0,2,4,1,B01
202100015708,2,7,,0,2,4,0,C01
202100015708,2,7,,0,2,1,1,D01
202100015708,2,7,,0,0,4,1,A01
202100015709,1,7,,0,2,4,2,A01
202100015709,1,7,,0,2,3,2,B01
202100015709,1,7,,0,1,1,2,C01
202100015710,2,7,,0,2,1,2,B01
202100015710,2,7,,0,2,4,2,A01
202100015711,1,0,,0,2,0,26,Z01
202100015711,1,7,,0,2,1,26,A01
202100015712,1,33,,3,0,2,14,A01
202100015713,1,80,,0,2,4,2,A01
202100015713,1,7,,0,2,1,2,Z01
202100015714,1,7,,0,2,2,1,B01
202100015714,1,7,,4,2,2,12,A01
202100015715,2,7,,4,0,1,16,A01
202100015716,1,7,,0,2,4,1,B01
202100015716,1,10,,0,2,1,2,A01
202100015717,1,7,,0,2,7,17,A01
202100015717,1,7,,3,2,3,1,B01
202100015718,2,7,,4,2,1,1,A01
202100015719,1,7,,0,2,1,2,A01
202100015719,1,7,,0,2,4,2,B01
202100015720,2,10,,4,0,6,1,A01
202100015721,2,33,,0,0,7,16,A01
202100015722,1,7,,0,2,1,1,A01
202100015722,1,15,,0,2,6,2,B01
202100015723,-1,7,,0,2,1,1,A01
202100015723,-1,15,,0,2,4,1,B01
202100015724,1,7,,14,0,1,26,A01
202100015725,2,7,,0,2,1,21,E01
202100015725,2,7,,0,2,8,1,D01
202100015725,2,7,,0,2,8,1,C01
202100015725,2,7,,0,2,8,1,B01
202100015725,2,10,,4,2,3,1,A01
202100015726,2,7,,0,2,1,2,B01
202100015726,2,7,,0,2,4,2,A01
202100015727,2,7,,0,1,0,1,Z01
202100015728,1,7,,0,2,6,1,C01
202100015728,1,7,,0,2,5,1,B01
202100015728,1,7,,3,2,1,2,A01
202100015729,1,7,,0,2,1,1,A01
202100015730,1,10,,0,2,1,1,B01
202100015730,1,7,,0,2,6,2,A01
202100015730,1,14,,0,2,4,2,C01
202100015731,1,7,,3,0,3,0,A01
202100015732,1,7,,0,2,4,2,B01
202100015732,1,7,,0,2,1,2,A01
202100015733,1,10,,6,0,9,0,A01
202100015733,1,7,,0,0,1,1,B01
202100015734,2,7,,4,0,9,2,A01
202100015735,2,7,,0,2,5,2,C01
202100015735,2,7,,15,2,2,15,A01
202100015735,2,7,,0,2,6,2,B01
202100015736,2,7,,4,2,8,9,B01
202100015736,1,15,,0,2,7,1,A01
202100015737,1,34,,1,2,1,18,A01
202100015737,1,10,,0,0,0,22,B01
202100015738,1,7,,0,1,1,16,A01
202100015739,1,7,,0,1,3,16,A01
202100015740,1,14,,0,2,2,16,B01
202100015740,1,32,,0,2,3,18,A01
202100015741,1,10,,0,1,2,1,A01
202100015742,1,33,,0,2,3,1,B01
202100015742,1,30,,0,2,1,1,A01
202100015743,1,7,,0,1,3,7,A01
202100015744,1,1,,0,0,3,1,A01
202100015745,1,2,,12,0,0,14,A01
202100015746,3,30,,0,2,1,1,B01
202100015746,3,1,,0,2,8,1,A01
202100015747,3,32,,0,2,7,1,B01
202100015747,3,15,,0,2,2,15,A01
202100015748,1,7,,0,1,3,1,A01
202100015749,1,1,,2,1,4,25,A01
202100015750,2,33,,0,2,1,2,A01
202100015750,2,10,,0,2,0,2,B01
202100015751,0,37,1.0,0,1,2,7,A01
202100015752,1,7,,0,2,4,23,B01
202100015752,1,10,,0,2,1,2,A01
202100015753,1,32,,0,2,2,16,A01
202100015753,1,80,,0,2,8,1,B01
202100015754,2,7,,0,0,3,23,A01
202100015754,2,7,,1,0,2,26,B01
202100015755,2,32,,0,2,1,17,B01
202100015755,2,10,,0,2,8,15,A01
202100015756,1,7,,0,2,5,15,A01
202100015756,2,30,,0,2,1,2,B01
202100015757,2,2,,0,2,1,1,B01
202100015757,2,7,,0,2,3,26,A01
202100015758,2,34,,0,2,1,16,A01
202100015758,2,1,,0,2,1,15,B01
202100015759,1,7,,1,0,2,1,A01
202100015760,1,33,,0,1,1,1,A01
202100015761,2,7,,0,2,5,15,A01
202100015761,2,34,,0,2,1,1,B01
202100015762,3,7,,0,2,1,9,A01
202100015762,1,2,,0,2,1,26,B01
202100015763,1,50,,0,2,8,1,B01
202100015763,1,10,,0,2,7,17,A01
202100015764,1,7,,0,2,0,0,C01
202100015764,1,7,,0,2,9,1,B01
202100015764,1,7,,0,2,1,9,A01
202100015765,1,7,,0,2,1,2,A01
202100015765,1,33,,0,2,2,0,B01
202100015766,-1,7,,0,2,1,2,A01
202100015766,3,7,,0,2,4,23,B01
202100015767,2,7,,0,2,1,1,B01
202100015767,1,7,,0,2,1,11,A01
202100015768,1,7,,0,1,2,1,A01
202100015769,3,7,,0,9,3,9,A01
202100015769,3,1,,0,2,1,1,B01
202100015770,0,7,,0,2,1,0,B01
202100015770,1,7,,0,2,0,0,A01
202100015771,1,7,,0,2,1,26,A01
202100015771,1,32,,0,2,7,1,B01
202100015772,2,30,,0,1,1,1,A01
202100015773,2,7,,0,1,1,15,A01
202100015774,2,7,,0,2,2,16,A01
202100015774,2,80,,0,2,8,1,B01
202100015775,0,1,,0,2,8,13,A01
202100015775,1,10,,0,2,0,0,B01
202100015776,0,32,,1,2,0,0,B01
202100015776,0,20,,0,2,0,13,A01
202100015777,2,7,,0,1,1,1,A01
202100015778,0,7,,0,2,8,1,B01
202100015778,0,7,,0,2,1,1,A01
202100015779,1,33,,0,2,1,2,B01
202100015779,2,7,,0,2,1,15,A01
202100015780,1,7,,0,2,3,15,A01
202100015780,2,32,,0,2,8,0,B01
202100015781,2,7,,0,1,4,4,A01
202100015782,2,7,,0,1,3,1,Z01
202100015783,1,10,,0,1,1,15,A01
202100015784,1,7,,0,2,5,16,A01
202100015784,1,1,,0,2,1,18,B01
202100015785,1,7,,0,2,2,15,A01
202100015785,2,7,,0,2,1,1,B01
202100015786,0,7,,0,2,3,1,B01
202100015786,3,7,,0,2,3,1,A01
202100015787,1,7,,0,2,1,1,B01
202100015787,1,13,,0,0,5,1,A01
202100015788,1,33,,2,0,1,0,A01
202100015789,2,7,,0,2,6,1,C01
202100015789,2,7,,0,0,3,23,B01
202100015789,1,33,,1,2,0,0,A01
202100015790,1,33,,0,2,1,13,A01
202100015790,2,7,,0,2,8,15,B01
202100015791,2,2,,13,0,3,0,A01
202100015792,2,10,,0,2,3,1,B01
202100015792,2,7,,0,2,5,12,A01
202100015793,1,7,,0,2,1,1,A01
202100015793,1,7,,1,0,6,15,B01
202100015794,3,1,,0,2,4,2,A01
202100015794,3,7,,0,9,2,17,B01
202100015795,1,7,,0,2,1,1,C01
202100015795,2,7,,0,2,1,1,B01
202100015795,2,7,,0,2,1,1,A01
202100015796,1,32,,0,2,3,15,B01
202100015796,1,7,,0,2,5,1,A01
202100015797,1,7,,3,2,3,1,A01
202100015797,2,7,,3,2,3,1,B01
202100015798,2,17,,0,2,1,1,B01
202100015798,1,7,,0,2,1,13,A01
202100015799,2,7,,0,0,4,2,A01
202100015799,2,33,,0,0,1,2,B01
202100015800,1,7,,0,2,1,2,B01
202100015800,2,7,,0,2,3,9,A01
202100015801,1,7,,2,0,2,1,A01
202100015802,3,33,,0,9,1,1,A01
202100015803,1,2,,8,0,8,5,A01
202100015804,2,33,,2,0,0,1,A01
202100015805,2,7,,16,0,5,1,A01
202100015806,1,30,,0,2,7,15,A01
202100015806,2,7,,0,2,1,1,B01
202100015807,3,7,,7,0,0,0,A01
202100015808,2,7,,13,0,1,1,A01
202100015809,2,7,,13,0,1,1,A01
202100015810,1,7,,0,2,1,13,A01
202100015810,2,7,,0,2,1,1,B01
202100015811,1,7,,13,0,3,0,A01
202100015812,3,7,,0,0,3,1,A01
202100015813,2,32,,0,2,1,2,A01
202100015813,2,7,,0,2,4,15,B01
202100015814,1,7,,0,0,4,23,B01
202100015814,2,10,,0,2,1,1,A01
202100015815,1,7,,1,0,8,1,A01
202100015815,1,7,,1,0,7,24,B01
202100015816,1,33,,0,2,1,1,B01
202100015816,2,7,,0,2,5,15,A01
202100015817,1,33,,0,0,8,1,A01
202100015818,1,10,,0,2,3,1,B01
202100015818,2,7,,0,2,3,5,A01
202100015819,1,7,,16,0,1,0,A01
202100015820,1,7,,0,1,2,1,A01
202100015821,1,7,,3,0,9,1,A01
202100015822,2,1,,0,2,1,0,B01
202100015822,1,7,,0,2,2,16,A01
202100015823,2,32,,0,2,2,17,A01
202100015823,2,7,,0,0,3,15,B01
202100015824,2,32,,0,0,7,1,A01
202100015825,2,33,,0,0,3,1,A01
202100015825,2,7,,0,0,5,17,B01
202100015826,2,7,,3,0,2,1,A01
202100015827,2,7,,0,2,4,1,C01
202100015827,2,7,,0,2,3,11,B01
202100015827,2,33,,0,2,5,1,A01
202100015828,2,7,,2,0,1,2,A01
202100015829,2,7,,0,0,3,1,A01
202100015829,2,7,,0,2,3,13,B01
202100015830,1,33,,0,2,1,13,A01
202100015830,2,14,,0,2,3,1,B01
202100015831,3,33,,0,0,8,1,A01
202100015832,3,10,,0,2,1,1,A01
202100015832,3,3,,0,2,1,13,B01
202100015833,3,7,,0,2,3,14,B01
202100015833,3,31,,0,2,1,5,A01
202100015834,3,10,,0,2,3,1,A01
202100015834,3,80,,0,2,1,13,B01
202100015835,0,1,,0,2,1,1,B01
202100015835,2,7,,0,9,3,15,A01
202100015836,1,7,,0,1,3,15,A01
202100015837,1,43,,0,2,1,21,B01
202100015837,1,7,,0,0,6,22,A01
202100015838,1,7,,0,1,2,1,A01
202100015839,1,7,,0,1,2,16,A01
202100015840,0,7,,0,0,6,1,A01
202100015840,0,7,,0,2,2,1,B01
202100015841,2,32,,0,0,3,0,A01
202100015842,2,10,,0,2,2,14,A01
202100015842,2,33,,0,2,3,7,B01
202100015842,2,7,,0,2,1,1,C01
202100015843,1,7,,0,2,1,2,B01
202100015843,1,7,,0,2,4,1,A01
202100015844,2,7,,0,2,5,2,B01
202100015844,2,7,,0,2,3,2,A01
202100015845,1,10,,0,2,5,2,B01
202100015845,1,33,,0,2,1,3,A01
202100015846,2,33,,4,0,8,2,A01
202100015847,2,33,,0,2,4,2,A01
202100015847,2,10,,0,2,1,2,B01
202100015848,2,7,,0,2,4,1,B01
202100015848,2,7,,0,2,1,26,A01
202100015849,2,7,,0,2,4,1,B01
202100015849,2,7,,0,2,1,2,A01
202100015850,1,7,,0,2,4,2,B01
202100015850,1,7,,0,2,1,2,A01
202100015851,1,7,,0,2,4,1,A01
202100015851,1,7,,0,2,1,1,C01
202100015851,1,7,,0,2,4,1,B01
202100015852,1,7,,0,2,8,2,B01
202100015852,1,33,,0,2,1,3,A01
202100015853,2,33,,0,2,8,1,B01
202100015853,2,7,,0,2,7,12,A01
202100015854,3,7,,0,1,3,1,A01
202100015855,3,7,,0,1,1,24,A01
202100015856,1,7,,1,0,1,14,A01
202100015857,1,32,,0,2,1,1,B01
202100015857,2,7,,0,2,7,15,A01
202100015858,1,7,,0,1,1,1,A01
202100015859,1,2,,0,0,0,1,A01
202100015860,1,7,,0,1,7,13,A01
202100015861,1,7,,0,2,6,2,B01
202100015861,1,7,,0,2,2,2,A01
202100015862,2,50,,0,0,7,26,A01
202100015862,2,7,,0,2,0,0,B01
202100015863,1,50,,0,2,1,25,A01
202100015863,3,7,,0,2,3,26,B01
202100015864,1,50,,0,2,1,1,B01
202100015864,3,7,,0,2,1,9,A01
202100015865,3,7,,0,2,1,15,A01
202100015865,2,80,,0,2,2,19,B01
202100015866,2,7,,13,0,1,26,A01
202100015867,2,7,,0,2,5,16,B01
202100015867,2,32,,0,2,1,2,A01
202100015868,1,7,,0,2,7,18,A01
202100015868,1,7,,0,2,8,1,B01
202100015868,2,7,,0,2,4,1,C01
202100015869,1,7,,0,2,2,2,A01
202100015870,0,7,,1,1,1,1,A01
202100015871,3,7,,5,0,2,14,A01
202100015872,3,10,,0,2,3,5,A01
202100015872,3,7,,0,2,2,1,B01
202100015873,3,7,,0,1,1,1,Z01
202100015874,1,10,,0,2,1,1,B01
202100015874,1,7,,0,2,4,23,A01
202100015875,2,32,,0,2,0,1,A01
202100015875,2,7,,0,0,4,1,B01
202100015875,1,10,,0,0,3,1,C01
202100015876,3,7,,1,0,1,1,A01
202100015877,3,1,,0,2,7,19,A01
202100015877,1,7,,0,2,0,0,B01
202100015878,1,13,,0,1,2,26,A01
202100015879,1,34,,0,2,1,2,B01
202100015879,1,7,,0,2,5,15,A01
202100015880,2,7,,0,2,6,2,C01
202100015880,2,7,,0,2,3,17,A01
202100015880,1,7,,0,2,3,1,B01
202100015881,2,7,,0,2,4,2,B01
202100015881,2,7,,0,2,1,2,A01
202100015882,3,7,,0,2,2,0,B01
202100015882,3,7,,2,2,8,26,A01
202100015883,1,7,,0,2,2,13,B01
202100015883,1,7,,0,2,3,17,A01
202100015884,2,32,,14,0,3,1,A01
202100015885,0,7,,0,0,1,16,B01
202100015885,0,32,,0,2,3,16,A01
202100015886,1,7,,0,1,1,1,A01
202100015887,1,7,,0,2,1,1,A01
202100015887,3,7,,0,2,8,1,B01
202100015888,3,7,,0,2,3,15,B01
202100015888,3,2,,0,2,1,1,A01
202100015889,3,7,,0,2,4,2,B01
202100015889,3,7,,0,2,1,2,A01
202100015890,3,30,,0,0,0,1,A01
202100015891,1,7,,0,2,2,1,A01
202100015891,1,7,,0,2,3,1,B01
202100015892,1,21,,0,1,7,26,A01
202100015893,2,32,,2,0,1,26,A01
202100015894,2,7,,0,2,3,9,A01
202100015894,2,1,,0,2,5,1,B01
202100015895,1,50,,0,2,1,2,B01
202100015895,1,7,,0,2,3,2,A01
202100015896,1,7,,0,2,1,13,A01
202100015896,2,7,,0,2,1,1,B01
202100015897,1,7,,12,1,5,17,A01
202100015898,3,7,,0,2,1,2,A01
202100015898,3,7,,0,2,4,2,B01
202100015898,3,7,,0,2,4,2,C01
202100015899,1,1,,12,0,1,1,A01
202100015900,1,30,,12,0,2,21,A01
202100015901,2,7,,0,2,1,2,A01
202100015901,2,7,,0,2,4,1,B01
202100015902,1,7,,1,0,3,13,A01
202100015903,1,7,,9,0,1,1,A01
202100015904,1,7,,0,2,1,1,A01
202100015904,1,7,,0,2,3,1,B01
202100015905,1,7,,0,2,1,1,B01
202100015905,1,7,,0,2,3,15,A01
202100015906,2,33,,0,2,1,1,A01
202100015906,2,7,,0,0,4,12,B01
202100015907,1,1,,0,2,1,26,A01
202100015907,1,7,,0,2,4,2,B01
202100015908,1,7,,0,2,4,2,C01
202100015908,1,7,,0,2,4,2,D01
202100015908,1,2,,0,2,4,2,B01
202100015908,1,10,,0,2,1,2,A01
202100015909,2,7,,0,2,3,13,B01
202100015909,1,7,,0,2,3,21,A01
202100015910,2,7,,0,2,1,2,A01
202100015910,2,7,,0,2,4,1,B01
202100015911,3,7,,0,2,1,9,A01
202100015911,3,32,,0,2,7,1,B01
202100015912,2,7,,0,2,2,15,B01
202100015912,1,1,,0,2,1,19,A01
202100015913,1,33,,0,2,1,13,A01
202100015913,2,1,,0,2,1,1,B01
202100015914,3,31,,0,2,7,17,A01
202100015914,3,7,,0,2,3,15,B01
202100015915,1,1,,0,2,1,5,A01
202100015915,1,7,,0,2,1,16,B01
202100015916,2,7,,0,1,1,1,A01
202100015917,1,7,,8,0,1,26,A01
202100015918,1,7,,0,2,2,14,A01
202100015918,1,2,,0,2,6,0,B01
202100015919,1,7,,6,0,1,0,A01
202100015920,0,7,,0,2,7,18,A01
202100015920,0,7,,0,2,3,0,B01
202100015921,1,7,,0,0,0,0,A01
202100015921,1,7,,0,0,0,0,B01
202100015921,1,7,,0,0,0,0,C01
202100015922,1,7,,0,2,1,1,C01
202100015922,1,7,,0,2,8,1,B01
202100015922,2,33,,0,2,1,17,A01
202100015923,1,7,,0,2,1,1,A01
202100015923,1,7,,0,2,7,19,B01
202100015924,3,80,,0,2,7,19,B01
202100015924,3,7,,0,1,1,1,A01
202100015925,3,16,,0,2,2,14,A01
202100015925,3,7,,0,2,8,1,B01
202100015926,2,7,,0,2,2,1,B01
202100015926,2,10,,0,2,8,20,A01
202100015927,3,43,,0,2,1,2,A01
202100015927,3,7,,0,2,4,2,B01
202100015927,3,7,,1,2,0,0,C01
202100015928,1,2,,0,2,1,1,B01
202100015928,2,7,,0,2,2,15,A01
202100015929,3,1,,0,2,0,0,B01
202100015929,3,1,,0,2,7,9,A01
202100015930,1,7,,0,1,1,15,A01
202100015931,3,7,,0,2,1,15,A01
202100015931,0,60,,0,2,1,1,B01
202100015932,2,7,,0,1,1,1,A01
202100015933,1,2,,0,2,7,17,B01
202100015933,1,7,,0,2,3,15,A01
202100015934,3,33,,0,2,1,17,A01
202100015934,3,7,,0,2,3,11,B01
202100015934,3,10,,0,2,0,0,C01
202100015935,3,7,,0,1,2,1,A01
202100015936,2,7,,0,2,8,22,A01
202100015936,2,1,,1,0,1,1,B01
202100015937,1,7,,0,1,1,1,A01
202100015938,3,7,,0,2,3,9,A01
202100015938,3,33,,0,2,2,9,B01
202100015939,3,7,,0,9,1,15,A01
202100015939,3,50,,0,9,1,2,B01
202100015940,2,14,,0,2,1,2,A01
202100015940,2,7,,0,2,4,23,B01
202100015941,2,7,,0,2,5,2,B01
202100015941,2,33,,0,2,1,2,A01
202100015942,2,1,,1,0,8,1,B01
202100015942,2,7,,0,2,7,22,A01
202100015943,3,7,,0,2,6,2,B01
202100015943,3,43,,0,2,2,2,A01
202100015944,2,33,,0,0,4,23,B01
202100015944,2,7,,0,2,3,2,A01
202100015945,1,7,,0,1,3,1,A01
202100015946,1,50,,0,1,7,1,A01
202100015947,1,32,,0,1,8,18,A01
202100015948,2,7,,0,2,4,23,B01
202100015948,2,10,,0,2,1,2,A01
202100015949,2,50,,0,1,7,1,Z01
202100015950,2,1,,0,0,1,1,A01
202100015951,1,37,1.0,0,1,8,13,A01
202100015952,2,30,,0,2,1,17,A01
202100015952,1,7,,0,2,1,9,B01
