Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,gps,lat,long,dep
201600000001,16,2,1,1445,1,2,1,8,3.0,59005,M,0.0,0.0,59
201600000002,16,3,16,1800,1,2,6,1,6.0,59005,M,0.0,0.0,59
201600000003,16,7,13,1900,1,1,1,1,6.0,59011,M,0.0,0.0,59
201600000004,16,8,15,1930,2,2,1,7,3.0,59477,M,0.0,0.0,59
201600000005,16,12,23,1100,1,2,3,1,3.0,59011,M,0.0,0.0,59
201600000006,16,12,23,1115,1,2,1,7,6.0,59011,M,0.0,0.0,59
201600000007,16,5,1,1145,1,2,1,7,2.0,59051,M,0.0,0.0,59
201600000008,16,5,14,1915,2,1,1,1,1.0,59250,M,0.0,0.0,59
201600000009,16,9,23,1900,1,2,1,1,3.0,59051,M,0.0,0.0,59
201600000010,16,12,30,1030,1,1,1,9,6.0,59303,M,0.0,0.0,59
201600000011,16,1,25,800,2,2,1,8,6.0,59466,M,0.0,0.0,59
201600000012,16,1,28,1815,3,1,1,1,7.0,59197,M,0.0,0.0,59
201600000013,16,2,5,1600,1,2,1,1,6.0,59466,M,0.0,0.0,59
201600000014,16,4,17,1230,1,2,1,1,5.0,59398,M,0.0,0.0,59
201600000015,16,8,17,1930,1,1,6,7,5.0,59466,M,0.0,0.0,59
201600000016,16,9,8,815,1,1,1,1,5.0,59034,M,0.0,0.0,59
201600000017,16,11,8,715,3,1,1,8,6.0,59071,M,0.0,0.0,59
201600000018,16,11,28,745,2,2,1,5,3.0,59398,M,0.0,0.0,59
201600000019,16,5,6,1915,1,1,1,1,5.0,59592,M,0.0,0.0,59
201600000020,16,9,5,2030,5,2,6,2,3.0,59452,M,0.0,0.0,59
201600000021,16,10,14,1145,1,2,1,1,6.0,59592,M,0.0,0.0,59
201600000022,16,4,2,1045,1,1,2,1,3.0,59402,M,5084579.0,226407.0,59
201600000023,16,11,7,1515,1,1,1,3,6.0,59094,M,0.0,0.0,59
201600000024,16,11,12,915,3,1,1,2,6.0,59094,M,0.0,0.0,59
201600000025,16,12,4,530,3,1,1,9,7.0,59532,M,0.0,0.0,59
201600000026,16,12,6,1145,1,2,1,7,6.0,59094,M,0.0,0.0,59
201600000027,16,12,15,1345,1,2,1,1,6.0,59094,M,0.0,0.0,59
201600000028,16,12,9,1900,3,1,1,1,3.0,59576,M,0.0,0.0,59
201600000029,16,12,28,2015,3,1,1,5,1.0,59358,M,0.0,0.0,59
201600000030,16,5,6,1700,1,2,1,1,6.0,59337,M,0.0,0.0,59
201600000031,16,9,28,2000,1,1,1,1,2.0,59663,M,0.0,0.0,59
201600000032,16,11,1,1115,1,1,1,1,2.0,59338,M,0.0,0.0,59
201600000033,16,1,7,900,1,2,3,3,6.0,59120,M,0.0,0.0,59
201600000034,16,1,14,1330,1,1,1,1,1.0,59416,M,0.0,0.0,59
201600000035,16,2,9,2145,5,1,1,2,6.0,59416,M,0.0,0.0,59
201600000036,16,2,8,1745,3,1,1,6,1.0,59497,M,0.0,0.0,59
201600000037,16,3,6,330,3,1,1,1,6.0,59087,M,0.0,0.0,59
201600000038,16,4,5,1545,1,1,1,1,3.0,59590,M,0.0,0.0,59
201600000039,16,5,12,2100,1,2,1,1,6.0,59416,M,0.0,0.0,59
201600000040,16,5,29,615,2,2,1,1,6.0,59497,M,0.0,0.0,59
201600000041,16,6,10,830,1,1,1,1,3.0,59497,M,0.0,0.0,59
201600000042,16,7,27,1600,1,1,1,1,6.0,59577,M,0.0,0.0,59
201600000043,16,9,1,545,5,2,1,1,6.0,59497,M,0.0,0.0,59
201600000044,16,11,5,1445,1,1,1,1,6.0,59634,M,0.0,0.0,59
201600000045,16,11,18,1800,5,2,1,2,6.0,59084,M,0.0,0.0,59
201600000046,16,11,27,2230,3,1,1,1,6.0,59184,M,0.0,0.0,59
